,Date,Open,High,Low,Close,Adj Close,Volume,year
138,2023-12-12,465.23,465.61,459.2,1.7279385779609397,1.7279385779609397,3302700.0,2023
139,2023-12-11,459.36,470.65,457.21,1.7111504873641608,1.7111504873641608,4929700.0,2023
140,2023-12-08,450.76,455.5,450.76,1.6780601351589346,1.6780601351589346,3456100.0,2023
141,2023-12-07,450.85,452.89,448.32,1.6685594793871241,1.6685594793871241,3506700.0,2023
142,2023-12-06,460.0,460.5,445.73,1.6401114930703964,1.6401114930703964,4178800.0,2023
143,2023-12-05,450.7,456.39,449.58,1.6855634939787167,1.6855634939787167,3380700.0,2023
144,2023-12-04,460.99,461.2,451.2,1.678815869140783,1.678815869140783,5157700.0,2023
145,2023-12-01,473.17,475.23,464.6,1.7427293716056902,1.7427293716056902,4338100.0,2023
146,2023-11-30,475.31,478.59,470.42,1.787155733538645,1.787155733538645,4287300.0,2023
147,2023-11-29,479.0,480.99,474.49,1.8045376151211616,1.8045376151211616,2855500.0,2023
148,2023-11-28,478.11,480.5,475.95,1.8143081758864894,1.8143081758864894,2890200.0,2023
149,2023-11-27,479.03,482.0,475.35,1.8152258528644485,1.8152258528644485,3625900.0,2023
150,2023-11-24,477.11,480.4,475.2,1.8173311118138837,1.8173311118138837,1404700.0,2023
151,2023-11-22,476.8,482.7,476.56,1.8089100760161425,1.8089100760161425,2841600.0,2023
152,2023-11-21,472.63,477.02,471.21,1.7924458714115845,1.7924458714115845,2997700.0,2023
153,2023-11-20,465.4,476.76,465.4,1.7898547834738183,1.7898547834738183,3617600.0,2023
154,2023-11-17,466.95,467.65,462.76,1.7436470485836493,1.7436470485836493,2798500.0,2023
155,2023-11-16,463.0,467.28,459.65,1.7492610724488098,1.7492610724488098,3656000.0,2023
156,2023-11-15,452.81,462.75,452.45,1.722216592098372,1.722216592098372,5035300.0,2023
157,2023-11-14,448.78,454.08,445.64,1.650475844821462,1.650475844821462,4060900.0,2023
158,2023-11-13,447.25,448.43,442.6,1.6287215023439643,1.6287215023439643,2896100.0,2023
159,2023-11-10,437.48,447.48,435.51,1.6428645240042732,1.6428645240042732,4440600.0,2023
160,2023-11-09,438.03,440.38,434.35,1.5776014965717795,1.5776014965717795,2735500.0,2023
161,2023-11-08,435.0,438.07,433.68,1.5856986463772997,1.5856986463772997,2356800.0,2023
162,2023-11-07,436.18,437.64,431.0,1.5746865226417923,1.5746865226417923,3291100.0,2023
163,2023-11-06,434.38,435.03,429.61,1.5753882756249373,1.5753882756249373,3003200.0,2023
164,2023-11-03,428.76,434.82,425.53,1.562540797933512,1.562540797933512,3664800.0,2023
165,2023-11-02,421.17,426.69,417.1,1.5212453339253582,1.5212453339253582,4476000.0,2023
166,2023-11-01,414.77,420.6,414.18,1.4968459225113906,1.4968459225113906,4806100.0,2023
167,2023-10-31,409.24,412.52,404.63,1.450962073613442,1.450962073613442,3877600.0,2023
168,2023-10-30,402.35,412.82,399.41,1.4422711328221838,1.4422711328221838,5317100.0,2023
169,2023-10-27,406.42,410.21,395.62,1.3763603334052485,1.3763603334052485,4997600.0,2023
170,2023-10-26,411.42,417.31,401.54,1.4069675596701154,1.4069675596701154,6849700.0,2023
171,2023-10-25,416.02,418.84,410.11,1.4485869096704895,1.4485869096704895,6299600.0,2023
172,2023-10-24,409.68,416.69,408.39,1.46197419734895,1.46197419734895,6459200.0,2023
173,2023-10-23,403.32,407.54,398.52,1.4247812892422598,1.4247812892422598,7390000.0,2023
174,2023-10-20,405.63,410.64,398.01,1.3930404620046202,1.3930404620046202,12768900.0,2023
175,2023-10-19,404.74,408.95,392.26,1.3974129228996013,1.3974129228996013,28074400.0,2023
176,2023-10-18,351.0,354.79,344.73,1.0973865321057228,1.0973865321057228,11429600.0,2023
177,2023-10-17,361.1,362.7,353.89,1.1488304238701286,1.1488304238701286,5908400.0,2023
178,2023-10-16,356.21,363.08,354.77,1.1763607332088972,1.1763607332088972,5128900.0,2023
179,2023-10-13,355.64,358.93,352.05,1.1486144998753145,1.1486144998753145,6312600.0,2023
180,2023-10-12,366.48,368.83,359.05,1.178412011159629,1.178412011159629,7376100.0,2023
181,2023-10-11,372.78,377.81,365.34,1.2039450235463698,1.2039450235463698,9151400.0,2023
182,2023-10-10,385.58,388.7,372.25,1.243836981588233,1.243836981588233,7288900.0,2023
183,2023-10-09,378.05,387.17,377.76,1.312014982950714,1.312014982950714,3299800.0,2023
184,2023-10-06,368.43,382.52,367.77,1.2880474195263738,1.2880474195263738,4773400.0,2023
185,2023-10-05,378.01,378.6,367.24,1.23989636868288,1.23989636868288,5034800.0,2023
186,2023-10-04,376.5,380.22,373.58,1.2631621791240748,1.2631621791240748,4303700.0,2023
187,2023-10-03,377.11,394.9,372.85,1.2623524641435229,1.2623524641435229,8878100.0,2023
188,2023-10-02,377.48,384.81,376.8,1.2816776616793646,1.2816776616793646,3102100.0,2023
189,2023-09-29,380.0,382.58,375.35,1.2669408490333178,1.2669408490333178,4198700.0,2023
190,2023-09-28,375.6,378.96,371.1,1.2602472051940876,1.2602472051940876,4369900.0,2023
191,2023-09-27,382.4,384.22,376.25,1.2668868680346141,1.2668868680346141,3843500.0,2023
192,2023-09-26,382.88,384.56,377.36,1.27584771381939,1.27584771381939,4089400.0,2023
193,2023-09-25,382.9,386.62,380.81,1.3058071680998151,1.3058071680998151,3757300.0,2023
194,2023-09-22,385.0,386.88,378.36,1.2788706497467843,1.2788706497467843,3692800.0,2023
195,2023-09-21,386.5,395.9,383.42,1.3022984031840896,1.3022984031840896,5547900.0,2023
196,2023-09-20,397.05,397.99,386.12,1.3139043179053354,1.3139043179053354,3866600.0,2023
197,2023-09-19,392.84,398.23,390.25,1.3673455066217692,1.3673455066217692,4076800.0,2023
198,2023-09-18,395.5,399.47,392.6,1.357628926855145,1.357628926855145,4704700.0,2023
199,2023-09-15,401.0,404.7,395.03,1.371340100525826,1.371340100525826,9110700.0,2023
200,2023-09-14,410.4,411.39,400.0,1.3905033550655574,1.3905033550655574,10709000.0,2023
201,2023-09-13,435.5,438.4,410.69,1.453931028542133,1.453931028542133,11843000.0,2023
202,2023-09-12,442.85,445.44,434.12,1.57511837063142,1.57511837063142,3124000.0,2023
203,2023-09-11,443.07,449.89,442.75,1.6327160962480212,1.6327160962480212,2913800.0,2023
204,2023-09-08,443.56,446.81,438.85,1.618896960579933,1.618896960579933,2697500.0,2023
205,2023-09-07,441.15,444.6,436.7,1.620732314535851,1.620732314535851,2922700.0,2023
206,2023-09-06,448.61,451.39,440.49,1.6348753361961597,1.6348753361961597,3862300.0,2023
207,2023-09-05,438.39,453.45,438.0,1.6506377878175726,1.6506377878175726,6155900.0,2023
208,2023-09-01,437.73,445.5,435.93,1.6031345089585203,1.6031345089585203,4792100.0,2023
209,2023-08-31,431.23,437.15,431.23,1.5696662897623697,1.5696662897623697,3803000.0,2023
210,2023-08-30,430.85,438.16,428.35,1.575010408634013,1.575010408634013,3625400.0,2023
211,2023-08-29,416.0,432.17,414.5,1.5497473012407899,1.5497473012407899,4486700.0,2023
212,2023-08-28,418.04,419.83,413.27,1.4853479697875518,1.4853479697875518,2928600.0,2023
213,2023-08-25,412.0,419.25,407.56,1.4743898270507474,1.4743898270507474,5390900.0,2023
214,2023-08-24,425.41,427.59,406.17,1.4252671182305912,1.4252671182305912,5687800.0,2023
215,2023-08-23,418.4,437.02,417.71,1.5365759375571435,1.5365759375571435,8174700.0,2023
216,2023-08-22,409.0,415.74,407.4,1.4589512614215556,1.4589512614215556,3603300.0,2023
217,2023-08-21,402.23,409.61,399.5,1.432608534054263,1.432608534054263,3861600.0,2023
218,2023-08-18,399.33,406.52,398.15,1.4123116785417584,1.4123116785417584,4309200.0,2023
219,2023-08-17,415.0,415.24,401.58,1.404052585740128,1.404052585740128,6031500.0,2023
220,2023-08-16,423.73,424.51,415.25,1.4712589291259464,1.4712589291259464,3967000.0,2023
221,2023-08-15,424.41,429.12,421.04,1.5157932530563079,1.5157932530563079,3368000.0,2023
222,2023-08-14,421.99,428.85,418.78,1.5378175005273231,1.5378175005273231,3966000.0,2023
223,2023-08-11,428.98,430.63,421.33,1.5047811293208007,1.5047811293208007,3925200.0,2023
224,2023-08-10,431.12,438.12,428.69,1.5496933202420864,1.5496933202420864,5467600.0,2023
225,2023-08-09,439.74,440.62,427.59,1.5438633723821116,1.5438633723821116,3846600.0,2023
226,2023-08-08,440.36,443.57,435.1,1.5946055111633723,1.5946055111633723,3767200.0,2023
227,2023-08-07,436.46,441.11,428.91,1.6078848368444254,1.6078848368444254,4781300.0,2023
228,2023-08-04,433.06,436.5,426.27,1.5584382420320484,1.5584382420320484,5439700.0,2023
229,2023-08-03,427.8,441.93,427.19,1.5551993821098402,1.5551993821098402,6243900.0,2023
230,2023-08-02,435.23,435.56,426.56,1.5481818522783892,1.5481818522783892,4912200.0,2023
231,2023-08-01,437.37,445.25,431.4,1.5963329031218831,1.5963329031218831,5711500.0,2023
232,2023-07-31,426.51,439.13,426.3,1.5982222380765048,1.5982222380765048,6587600.0,2023
233,2023-07-28,415.56,427.47,413.76,1.5270213007866293,1.5270213007866293,6424200.0,2023
234,2023-07-27,426.9,427.52,411.88,1.4589512614215556,1.4589512614215556,6594500.0,2023
235,2023-07-26,424.2,425.26,415.59,1.5102332101898508,1.5102332101898508,6009200.0,2023
236,2023-07-25,427.18,430.88,426.13,1.5373856525376954,1.5373856525376954,4859800.0,2023
237,2023-07-24,425.0,428.64,419.19,1.5410023794508279,1.5410023794508279,8264400.0,2023
238,2023-07-21,437.37,438.24,423.19,1.5363060325636262,1.5363060325636262,17303700.0,2023
239,2023-07-20,447.0,448.5,432.0,1.589855183277467,1.589855183277467,23989700.0,2023
240,2023-07-19,476.86,485.0,470.0,1.8066968550693003,1.8066968550693003,20996500.0,2023
241,2023-07-18,451.0,478.15,448.78,1.7916361564310328,1.7916361564310328,13196900.0,2023
242,2023-07-17,445.57,456.68,445.11,1.6580331846399479,1.6580331846399479,6891700.0,2023
243,2023-07-14,452.79,456.48,439.7,1.6140926516953245,1.6140926516953245,7184900.0,2023
244,2023-07-13,447.0,451.67,441.18,1.6598145575971623,1.6598145575971623,6157500.0,2023
245,2023-07-12,444.55,445.41,437.75,1.6256445854178667,1.6256445854178667,5731700.0,2023
246,2023-07-11,438.65,440.8,431.04,1.6049158819157345,1.6049158819157345,4574600.0,2023
247,2023-07-10,438.52,444.41,436.82,1.613013031721255,1.613013031721255,4251700.0,2023
248,2023-07-07,438.6,442.33,435.84,1.5935258911893029,1.5935258911893029,4160100.0,2023
249,2023-07-06,440.0,442.8,430.72,1.5975204850933593,1.5975204850933593,4938800.0,2023
250,2023-07-05,444.91,450.97,439.62,1.6356310701780081,1.6356310701780081,6869500.0,2023
251,2023-07-03,439.76,441.55,431.62,1.6115555447562613,1.6115555447562613,3733200.0,2023
252,2023-06-30,431.1,444.12,431.1,1.606427349879432,1.606427349879432,7342000.0,2023
253,2023-06-29,434.33,437.85,426.15,1.5403006264676828,1.5403006264676828,4932300.0,2023
254,2023-06-28,423.1,437.29,422.89,1.5489375862602377,1.5489375862602377,8811300.0,2023
255,2023-06-27,417.39,420.88,411.5,1.4800578319146116,1.4800578319146116,4818100.0,2023
256,2023-06-26,422.44,430.96,414.9,1.4739039980624165,1.4739039980624165,4640000.0,2023
257,2023-06-23,418.59,425.82,417.73,1.5175206450148189,1.5175206450148189,8293900.0,2023
258,2023-06-22,422.93,424.71,418.68,1.509207571214485,1.509207571214485,4869500.0,2023
259,2023-06-21,432.65,434.55,422.54,1.5198418279590682,1.5198418279590682,5146400.0,2023
260,2023-06-20,430.18,440.0,430.0,1.5751723516301235,1.5751723516301235,4756000.0,2023
261,2023-06-16,446.15,447.51,430.9,1.560381557985373,1.560381557985373,8745500.0,2023
262,2023-06-15,444.1,448.65,439.5,1.6322302672596898,1.6322302672596898,7099900.0,2023
263,2023-06-14,434.99,447.33,433.5,1.6084246468314602,1.6084246468314602,8413100.0,2023
264,2023-06-13,430.01,437.27,428.4,1.5807323944965808,1.5807323944965808,7820500.0,2023
265,2023-06-12,418.83,424.7,416.57,1.5172507400213018,1.5172507400213018,5959500.0,2023
266,2023-06-09,424.5,425.9,414.76,1.4959282455334315,1.4959282455334315,12363000.0,2023
267,2023-06-08,399.77,409.54,396.34,1.4384384819142375,1.4384384819142375,5991100.0,2023
268,2023-06-07,410.43,418.95,399.23,1.3866167231589075,1.3866167231589075,11932400.0,2023
269,2023-06-06,405.0,405.12,396.93,1.3840256352211413,1.3840256352211413,4991500.0,2023
270,2023-06-05,400.47,413.86,400.15,1.4069675596701154,1.4069675596701154,7247400.0,2023
271,2023-06-02,402.89,406.58,395.9,1.3903953930681505,1.3903953930681505,5897300.0,2023
272,2023-06-01,397.41,407.52,393.08,1.404754338723273,1.404754338723273,7160100.0,2023
273,2023-05-31,391.89,396.26,388.91,1.362109349747533,1.362109349747533,6988000.0,2023
274,2023-05-30,397.48,405.11,385.79,1.3499636250392526,1.3499636250392526,10865000.0,2023
275,2023-05-26,361.1,383.76,356.0,1.2738504168673617,1.2738504168673617,9360400.0,2023
276,2023-05-25,359.61,367.45,357.42,1.166536191444866,1.166536191444866,6263100.0,2023
277,2023-05-24,356.93,367.15,356.63,1.1981150756863954,1.1981150756863954,7973300.0,2023
278,2023-05-23,360.24,364.17,354.31,1.150287910835122,1.150287910835122,6866100.0,2023
279,2023-05-22,365.36,372.01,362.5,1.188182571924957,1.188182571924957,5406400.0,2023
280,2023-05-19,369.86,369.99,363.81,1.2008681066202722,1.2008681066202722,7850900.0,2023
281,2023-05-18,347.25,375.87,346.37,1.2328788388514291,1.2328788388514291,20925200.0,2023
282,2023-05-17,331.76,341.38,329.62,1.0637563699134618,1.0637563699134618,3958800.0,2023
283,2023-05-16,334.0,335.17,331.91,1.0302341697186077,1.0302341697186077,3332200.0,2023
284,2023-05-15,340.62,341.9,335.54,1.04178610344115,1.04178610344115,3653000.0,2023
285,2023-05-12,344.76,348.17,337.36,1.0633785029225375,1.0633785029225375,6079900.0,2023
286,2023-05-11,334.98,345.47,331.84,1.0896672492911268,1.0896672492911268,8033500.0,2023
287,2023-05-10,335.21,337.11,329.51,1.0392489965020872,1.0392489965020872,4289900.0,2023
288,2023-05-09,330.67,336.32,329.74,1.0215432289273494,1.0215432289273494,5544900.0,2023
289,2023-05-08,322.99,332.56,322.03,1.0165229960479267,1.0165229960479267,5488600.0,2023
290,2023-05-05,323.61,324.15,319.44,0.9709090521434958,0.9709090521434958,3988600.0,2023
291,2023-05-04,319.01,323.61,317.95,0.9602208144002089,0.9602208144002089,3879700.0,2023
292,2023-05-03,317.55,324.62,315.85,0.9522316265920957,0.9522316265920957,5064100.0,2023
293,2023-05-02,325.0,326.07,315.62,0.9427849518189887,0.9427849518189887,4318600.0,2023
