,Date,Open,High,Low,Close,Adj Close,Volume,year
0,2024-07-02,672.7,681.74,670.07,2.8925246439895718,2.8925246439895718,1075600.0,2024
1,2024-07-01,674.89,675.02,663.78,2.864832391654692,2.864832391654692,2210100.0,2024
2,2024-06-28,679.0,687.0,673.08,2.871687978490032,2.871687978490032,3412400.0,2024
3,2024-06-27,679.35,688.57,678.14,2.9227540032635138,2.9227540032635138,2404800.0,2024
4,2024-06-26,672.41,682.96,670.02,2.886856639125708,2.886856639125708,3545800.0,2024
5,2024-06-25,673.44,673.67,662.3,2.8583546718102757,2.8583546718102757,2278800.0,2024
6,2024-06-24,685.0,685.5,664.5,2.8400551132498,2.8400551132498,3916300.0,2024
7,2024-06-21,683.26,686.9,678.1,2.932362621032731,2.932362621032731,4557100.0,2024
8,2024-06-20,681.8,689.88,673.72,2.894090092951972,2.894090092951972,2585100.0,2024
9,2024-06-18,675.63,687.06,674.64,2.9299334760910747,2.9299334760910747,2943800.0,2024
10,2024-06-17,669.11,682.71,665.11,2.876816173366862,2.876816173366862,3631200.0,2024
11,2024-06-14,655.05,675.58,652.64,2.841998429203125,2.841998429203125,4447100.0,2024
12,2024-06-13,644.0,655.25,642.35,2.7549810592931334,2.7549810592931334,1863600.0,2024
13,2024-06-12,652.21,655.78,643.11,2.7377071397080233,2.7377071397080233,2094400.0,2024
14,2024-06-11,640.72,650.19,640.52,2.7295560089037996,2.7295560089037996,2167400.0,2024
15,2024-06-10,641.01,644.79,635.59,2.707693704428895,2.707693704428895,2066800.0,2024
16,2024-06-07,649.38,650.4,640.24,2.6913374618217443,2.6913374618217443,1876600.0,2024
17,2024-06-06,644.89,657.99,644.24,2.729394065907689,2.729394065907689,2466700.0,2024
18,2024-06-05,634.02,651.25,628.25,2.7388407406807964,2.7388407406807964,2682600.0,2024
19,2024-06-04,633.78,635.23,626.44,2.6381661780988277,2.6381661780988277,3008200.0,2024
20,2024-06-03,645.22,646.78,627.27,2.64988005481748,2.64988005481748,2323500.0,2024
21,2024-05-31,644.01,648.58,628.3,2.692147176802296,2.692147176802296,4071000.0,2024
22,2024-05-30,653.52,656.49,644.73,2.724751700019191,2.724751700019191,2393400.0,2024
23,2024-05-29,644.13,664.25,643.89,2.762322475116805,2.762322475116805,3695900.0,2024
24,2024-05-28,647.05,649.75,643.03,2.731985153845456,2.731985153845456,2609500.0,2024
25,2024-05-24,639.4,652.0,637.6,2.7198394291371755,2.7198394291371755,2613300.0,2024
26,2024-05-23,642.34,642.71,630.0,2.660028482573732,2.660028482573732,2313900.0,2024
27,2024-05-22,647.14,649.25,638.12,2.685939361951397,2.685939361951397,2176200.0,2024
28,2024-05-21,636.76,650.88,634.22,2.7406760946367146,2.7406760946367146,2920200.0,2024
29,2024-05-20,620.4,644.37,619.52,2.6878286969060188,2.6878286969060188,3857900.0,2024
30,2024-05-17,617.0,625.79,614.71,2.5813781674627787,2.5813781674627787,3782700.0,2024
31,2024-05-16,615.75,618.34,609.09,2.5242662708345085,2.5242662708345085,3056400.0,2024
32,2024-05-15,618.57,624.1,609.1,2.5404605704455494,2.5404605704455494,5670600.0,2024
33,2024-05-14,615.17,621.48,608.4,2.541216304427398,2.541216304427398,2792400.0,2024
34,2024-05-13,614.3,618.22,606.83,2.557032737047514,2.557032737047514,2086200.0,2024
35,2024-05-10,619.0,623.98,605.06,2.52615560578913,2.52615560578913,2653600.0,2024
36,2024-05-09,614.4,615.72,605.75,2.5327412876309534,2.5327412876309534,2065400.0,2024
37,2024-05-08,601.63,618.22,601.63,2.5185982659706445,2.5185982659706445,3093900.0,2024
38,2024-05-07,596.28,606.05,591.32,2.499866859420541,2.499866859420541,3614100.0,2024
39,2024-05-06,581.82,597.34,580.25,2.4511220175913087,2.4511220175913087,3686300.0,2024
40,2024-05-03,566.0,580.26,565.16,2.3559535168770935,2.3559535168770935,3307500.0,2024
41,2024-05-02,556.02,565.46,555.59,2.2793544797168717,2.2793544797168717,3068200.0,2024
42,2024-05-01,547.84,560.39,544.25,2.20680401745941,2.20680401745941,3473200.0,2024
43,2024-04-30,560.0,560.0,549.38,2.2010280505981386,2.2010280505981386,3361500.0,2024
44,2024-04-29,559.18,559.64,554.24,2.2488012344507085,2.2488012344507085,2508900.0,2024
45,2024-04-26,558.21,562.92,553.19,2.258193928225112,2.258193928225112,4332600.0,2024
46,2024-04-25,549.46,566.54,545.71,2.27746514476225,2.27746514476225,3807100.0,2024
47,2024-04-24,574.31,576.91,551.3,2.2252115380172928,2.2252115380172928,5355300.0,2024
48,2024-04-23,556.49,579.21,555.28,2.347370538083242,2.347370538083242,4975500.0,2024
49,2024-04-22,550.66,558.61,542.01,2.2224045260847123,2.2224045260847123,8597700.0,2024
50,2024-04-19,567.88,579.0,552.16,2.2247796900276646,2.2247796900276646,16425000.0,2024
51,2024-04-18,612.1,621.33,605.43,2.5244821948293223,2.5244821948293223,8468400.0,2024
52,2024-04-17,620.97,620.97,607.71,2.5413782474235087,2.5413782474235087,3312200.0,2024
53,2024-04-16,607.5,622.45,607.5,2.5620529699269365,2.5620529699269365,3519100.0,2024
54,2024-04-15,630.17,630.17,603.87,2.5060746742714395,2.5060746742714395,3085400.0,2024
55,2024-04-12,628.23,633.12,618.92,2.5907168802384786,2.5907168802384786,2956500.0,2024
56,2024-04-11,624.42,631.66,617.24,2.622835574467042,2.622835574467042,2662700.0,2024
57,2024-04-10,610.97,620.14,609.34,2.5677749557895044,2.5677749557895044,2806200.0,2024
58,2024-04-09,631.99,631.99,615.63,2.565723677838773,2.565723677838773,2146600.0,2024
59,2024-04-08,636.39,639.0,628.11,2.620838277515014,2.620838277515014,2145700.0,2024
60,2024-04-05,624.92,637.91,622.71,2.6627815135076087,2.6627815135076087,3372800.0,2024
61,2024-04-04,633.21,638.0,616.58,2.560001691976205,2.560001691976205,3064300.0,2024
62,2024-04-03,612.75,630.41,611.5,2.6298531042984936,2.6298531042984936,2931200.0,2024
63,2024-04-02,611.0,615.03,605.51,2.5441852593560887,2.5441852593560887,2029200.0,2024
64,2024-04-01,608.0,615.11,605.57,2.544725069343123,2.544725069343123,2115900.0,2024
65,2024-03-28,614.99,615.0,601.59,2.5070463322481022,2.5070463322481022,3708800.0,2024
66,2024-03-27,629.01,631.35,610.73,2.5405145514442524,2.5405145514442524,2628300.0,2024
67,2024-03-26,625.2,634.39,619.18,2.625318700407402,2.625318700407402,2804500.0,2024
68,2024-03-25,627.9,630.46,623.16,2.6157100826381847,2.6157100826381847,1803300.0,2024
69,2024-03-22,624.16,629.05,621.0,2.618679037566875,2.618679037566875,2134100.0,2024
70,2024-03-21,630.65,634.36,622.33,2.590069108254037,2.590069108254037,2507700.0,2024
71,2024-03-20,619.95,629.51,618.34,2.616951645608365,2.616951645608365,2639500.0,2024
72,2024-03-19,615.62,621.28,608.0,2.5794348515094536,2.5794348515094536,2142600.0,2024
73,2024-03-18,613.56,627.41,610.45,2.566749316814138,2.566749316814138,3344200.0,2024
74,2024-03-15,622.92,622.92,603.82,2.4992190874360993,2.4992190874360993,6670900.0,2024
75,2024-03-14,615.0,620.8,607.35,2.5377075395116724,2.5377075395116724,3120500.0,2024
76,2024-03-13,613.37,614.85,607.21,2.5184903039732376,2.5184903039732376,2192100.0,2024
77,2024-03-12,600.21,615.3,596.27,2.5272892067619033,2.5272892067619033,2821600.0,2024
78,2024-03-11,608.08,611.0,600.37,2.472498493077882,2.472498493077882,2500900.0,2024
79,2024-03-08,608.27,616.09,600.84,2.493497101573532,2.493497101573532,2774600.0,2024
80,2024-03-07,599.34,610.53,595.9,2.5134160900951112,2.5134160900951112,2742800.0,2024
81,2024-03-06,602.99,607.93,593.56,2.455008649497959,2.455008649497959,2469600.0,2024
82,2024-03-05,610.1,610.91,592.0,2.4593811103929393,2.4593811103929393,3849600.0,2024
83,2024-03-04,621.56,624.42,615.08,2.552930181146051,2.552930181146051,3020300.0,2024
84,2024-03-01,599.81,620.28,599.5,2.571877511690968,2.571877511690968,4264200.0,2024
85,2024-02-29,604.25,604.52,595.16,2.4832407118198723,2.4832407118198723,3572100.0,2024
86,2024-02-28,595.79,598.17,590.01,2.448476948654839,2.448476948654839,2605200.0,2024
87,2024-02-27,595.0,605.36,592.33,2.4764930869819386,2.4764930869819386,4489400.0,2024
88,2024-02-26,583.56,590.75,583.27,2.400811726799676,2.400811726799676,2393700.0,2024
89,2024-02-23,586.4,592.43,579.82,2.378733498329957,2.378733498329957,2568900.0,2024
90,2024-02-22,582.75,590.85,578.89,2.4052381686933604,2.4052381686933604,3526600.0,2024
91,2024-02-21,573.51,575.78,567.32,2.323618898653716,2.323618898653716,2281100.0,2024
92,2024-02-20,580.18,586.0,569.66,2.3332275164229332,2.3332275164229332,3124200.0,2024
93,2024-02-16,596.95,597.0,577.46,2.3808387572793928,2.3808387572793928,4323600.0,2024
94,2024-02-15,581.91,593.77,580.32,2.4321746870463916,2.4321746870463916,5220900.0,2024
95,2024-02-14,567.26,581.25,564.34,2.3558995358783905,2.3558995358783905,5634200.0,2024
96,2024-02-13,550.8,559.2,549.0,2.221972678095084,2.221972678095084,3511500.0,2024
97,2024-02-12,560.36,568.44,557.0,2.2399483506633397,2.2399483506633397,3608500.0,2024
98,2024-02-09,565.0,566.0,558.1,2.2586797572134434,2.2586797572134434,3055700.0,2024
99,2024-02-08,560.55,563.7,555.74,2.243619058575175,2.243619058575175,3175500.0,2024
100,2024-02-07,558.16,567.8,554.98,2.2477755954753422,2.2477755954753422,4373600.0,2024
101,2024-02-06,564.12,566.34,554.37,2.2293140939187563,2.2293140939187563,2840300.0,2024
102,2024-02-05,562.47,575.75,557.2,2.2626743511174996,2.2626743511174996,4143100.0,2024
103,2024-02-02,564.52,567.8,562.37,2.2766014487829946,2.2766014487829946,4030800.0,2024
104,2024-02-01,567.02,572.66,563.83,2.29209399541089,2.29209399541089,3174000.0,2024
105,2024-01-31,562.85,572.15,562.04,2.273740455851711,2.273740455851711,4857600.0,2024
106,2024-01-30,567.32,570.88,560.82,2.266938850015074,2.266938850015074,6181800.0,2024
107,2024-01-29,571.35,578.55,562.68,2.336790262337362,2.336790262337362,6905400.0,2024
108,2024-01-26,561.81,579.64,558.43,2.3078024660335994,2.3078024660335994,12770600.0,2024
109,2024-01-25,551.95,563.46,548.46,2.262350465125279,2.262350465125279,9451900.0,2024
110,2024-01-24,537.75,562.5,537.07,2.1698810143462373,2.1698810143462373,26432800.0,2024
111,2024-01-23,492.0,498.96,481.4,1.8855091131763646,1.8855091131763646,15506000.0,2024
112,2024-01-22,487.55,489.8,479.9,1.8505294260165168,1.8505294260165168,5212300.0,2024
113,2024-01-19,484.98,485.67,476.06,1.8356306703743595,1.8356306703743595,5665600.0,2024
114,2024-01-18,480.03,485.77,478.02,1.848370186068378,1.848370186068378,4054400.0,2024
115,2024-01-17,484.5,486.21,475.26,1.8214876487140508,1.8214876487140508,4894600.0,2024
116,2024-01-16,490.0,494.15,478.02,1.8263999195960665,1.8263999195960665,4679000.0,2024
117,2024-01-12,500.51,500.79,490.61,1.8853471701802542,1.8853471701802542,4996600.0,2024
118,2024-01-11,492.54,503.41,483.82,1.8857250371711785,1.8857250371711785,7993300.0,2024
119,2024-01-10,481.6,487.0,472.95,1.810691448973357,1.810691448973357,4342400.0,2024
120,2024-01-09,475.53,485.09,473.8,1.830988304485861,1.830988304485861,3526800.0,2024
121,2024-01-08,473.89,485.24,473.65,1.846858718104681,1.846858718104681,3675800.0,2024
122,2024-01-05,476.5,479.55,471.8,1.787641562526976,1.787641562526976,2612500.0,2024
123,2024-01-04,472.98,480.74,466.53,1.7909344034478876,1.7909344034478876,3636500.0,2024
124,2024-01-03,467.32,475.05,465.77,1.7671287830196578,1.7671287830196578,3443700.0,2024
125,2024-01-02,483.19,484.65,461.86,1.7576281272478473,1.7576281272478473,5049400.0,2024
126,2023-12-29,490.37,492.23,481.94,1.8568452028648228,1.8568452028648228,2739500.0,2023
127,2023-12-28,492.0,492.89,489.07,1.8764403053941818,1.8764403053941818,1710500.0,2023
128,2023-12-27,491.24,494.02,489.25,1.883349873228226,1.883349873228226,2561300.0,2023
129,2023-12-26,489.39,491.48,486.38,1.8801110133060177,1.8801110133060177,2034500.0,2023
130,2023-12-22,494.0,496.02,485.45,1.856197430880381,1.856197430880381,2701100.0,2023
131,2023-12-21,492.66,494.4,486.77,1.8823782152515636,1.8823782152515636,2756200.0,2023
132,2023-12-20,492.0,500.89,488.39,1.8697466615549516,1.8697466615549516,4563700.0,2023
133,2023-12-19,488.4,496.14,484.06,1.900785735809446,1.900785735809446,3849000.0,2023
134,2023-12-18,476.3,492.04,475.1,1.8527426469633592,1.8527426469633592,6410700.0,2023
135,2023-12-15,467.3,473.0,467.3,1.7768453627862824,1.7768453627862824,7838300.0,2023
136,2023-12-14,480.36,480.76,464.76,1.7648076000754087,1.7648076000754087,5176400.0,2023
137,2023-12-13,461.98,481.25,461.98,1.8195983137594294,1.8195983137594294,5820200.0,2023
